;REGIÃO;UF;MUNICÍPIO ;COMUNIDADE;Nº PROCESSO NA FCP;ETAPA ATUAL PROCESSO FCP;Nº DA PORTARIA;DATA DA PORTARIA NO DOU;Nº PROCESSO INCRA;ETAPA DO PROCESSO DE TITULAÇÃO
1;NORDESTE;PI;DOM INOCÊNCIO;POÇO DO CACHORRO;01420.015952/2013-72;CERTIFICADA;41/2014;18/03/2014;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;PI;NOVA SANTA RITA;CABOCLO;01420.015953/2013-17;CERTIFICADA;41/2014;18/03/2014;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;PI;OEIRAS;CANTO FAZENDA FRADE;01420.001429/2014-40;CERTIFICADA;41/2014;18/03/2014;54380.001383/2014-49;
1;NORDESTE;PI;QUEIMADA NOVA;VOLTA DO RIACHO;01420.001424/2014-17;CERTIFICADA;41/2014;18/03/2014;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;PI;SIMÕES;VEREDÃO;01420.001426/2014-14;CERTIFICADA;41/2014;18/03/2014;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;PI;VERA MENDES;BARRINHA;01420.013605/2013-13;CERTIFICADA;41/2014;18/03/2014;54380.001027/2015-14;
1;SUDESTE;RJ;ARARUAMA;TAPINOÃ -Prodígio;01420.012576/2012-83;CERTIFICADA;41/2014;18/03/2014;54180.000680/2009-66;RTID
1;SUL;SC;CAPIVARI DE BAIXO;ILHOTINHA;01420.016444/2012-21;CERTIFICADA;41/2014;18/03/2014;54210.000762/2015-54 ;
1;NORDESTE;BA;SÃO FÉLIX;SANTO ANTÔNIO e VIDAL;01420.016125/2013-04;CERTIFICADA;41/2014;18/03/2014;54160.000485/2017-84;
1;NORDESTE;BA;ENCRUZILHADA;BREJINHO;01420.013100/2013-41;CERTIFICADA;61/2014;21/05/2014;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;ENTRE RIOS;MASSARANDUPIÓ;01420.014830/2013-69;CERTIFICADA;61/2014;21/05/2014;54160.003107/2014-18;
1;NORDESTE;BA;PARATINGA;BARRO;01420.016128/2013-30;CERTIFICADA;61/2014;21/05/2014;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;PARATINGA;LAGOA DO JACARÉ;01420.016127/2013-95;CERTIFICADA;61/2014;21/05/2014;54160.003321/2014-66;
1;NORDESTE;BA;PARATINGA;TOMBA;01420.003677/2014-25;CERTIFICADA;61/2014;21/05/2014;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;VITÓRIA DA CONQUISTA;BARROCAS;01420.013099/2013-54;CERTIFICADA;61/2014;21/05/2014;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;VITÓRIA DA CONQUISTA;CACHOEIRA DAS ARARAS;01420.008819/2013-60;CERTIFICADA;61/2014;21/05/2014;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;VITÓRIA DA CONQUISTA;LAMARÃO;01420.013098/2013-18;CERTIFICADA;61/2014;21/05/2014;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;PRESIDENTE JÂNIO QUADROS;PERIPERI;01420.008813/2013-92;CERTIFICADA;61/2014;21/05/2014;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;BACABAL;SÃO SEBASTIÃO DOS PRETOS;01420.016708/2013-27;CERTIFICADA;61/2014;21/05/2014;NÃO TEM PROCESSO NO INCRA;TITULADO
1;NORDESTE;MA;CAPINZAL DO NORTE;IPIRANGA;01420.013444/2013-50;CERTIFICADA;61/2014;21/05/2014;NÃO TEM PROCESSO NO INCRA;
1;NORTE;PA;ABAETETUBA;BOM REMÉDIO;01425.003793/2014-44;CERTIFICADA;61/2014;21/05/2014;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;PE;SERRA TALHADA;CATOLÉ;01420.002791/2014-38;CERTIFICADA;61/2014;21/05/2014;54141.000336/2017-81;
1;SUL;RS;CANGUÇU;BISA VICENTE;01420.006164/2013-95;CERTIFICADA;61/2014;21/05/2014;54220.000076/2016-45;
1;SUL;RS;CANGUÇU;FILHOS DOS QUILOMBOS;01420.006165/2013-30;CERTIFICADA;61/2014;21/05/2014;NÃO TEM PROCESSO NO INCRA;
1;SUL;RS;CANGUÇU;BOQUEIRÃO;01420.013986/2013-22;CERTIFICADA;61/2014;21/05/2014;54220.002826/2013-71;
1;SUL;RS;ENCRUZILHADA DO SUL;MEDEIROS;01420.013985/2013-88;CERTIFICADA;61/2014;21/05/2014;54220.002825/2013-26;
1;SUL;RS;GENERAL CÂMARA;VILA DO SABUGUEIRO;01420.008701/2013-31;CERTIFICADA;61/2014;21/05/2014;54220.001651/2016-27;
1;SUL;RS;ROSÁRIO DO SUL;RINCÃO DOS NEGROS;01420.013827/2013-28;CERTIFICADA;61/2014;21/05/2014;54220.000023/2015-43;
1;SUL;RS;ROSÁRIO DO SUL;RINCÃO DA CHIRCA ;01420.013826/2013-83;CERTIFICADA;61/2014;21/05/2014;54220.000022/2015-07;
1;SUL;RS;SÃO GABRIEL;CERRO DO OURO;01420.014213/2013-63;CERTIFICADA;61/2014;21/05/2014;NÃO TEM PROCESSO NO INCRA;
1;SUL;RS;SÃO GABRIEL;VON BOCK;01420.014210/2013-20;CERTIFICADA;61/2014;21/05/2014;54220.002860/2013-45;
1;SUL;RS;TAPES;CHÁCARA DA CRUZ;01420.003692/2014-73;CERTIFICADA;61/2014;21/05/2014;"54220.001482/2017-14";
1;SUL;RS;VALE VERDE;SANTOS ROCHA;01420.015957/2013-03;CERTIFICADA;61/2014;21/05/2014;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;ANAGÉ;ÁGUA DOCE;01420.008818/2013-15;CERTIFICADA;61/2014;21/05/2014;NÃO TEM PROCESSO NO INCRA;
1;CENTRO-OESTE;MT;NOVO SANTO ANTÔNIO;FAMÍLIA VIEIRA AMORIM;01420.000379/2014-83;CERTIFICADA;75/2014;03/07/2014;54240.001857/2014-57;
1;SUDESTE;RJ;RIO DE JANEIRO;CAFUNDÁ ASTROGILDA;01420.013635/2013-11;CERTIFICADA;75/2014;03/07/2014;54180.000704/2016-14;
1;NORDESTE;BA;COCOS;CAJUEIRO E SAMAMBAIA;01420.000867/2014-91;CERTIFICADA;87/2014;31/07/2014;NÃO TEM PROCESSO NO INCRA;
1;NORTE;PA;BELÉM;SUCURIJUQUARA;01420.010750/2013-34;CERTIFICADA;87/2014;31/07/2014;NÃO TEM PROCESSO NO INCRA;
1;NORTE;PA;SANTA LUZIA DO PARÁ;MURUTEUAZINHO;01420.005300/2013-20;CERTIFICADA;87/2014;31/07/2014;NÃO TEM PROCESSO NO INCRA;
1;SUDESTE;RJ;RIO DE JANEIRO;CAMORIM - MACIÇO DA PEDRA BRANCA;01420.007233/2013-88;CERTIFICADA;87/2014;31/07/2014;54180.000345/2008-87;ARQUIVADO
1;SUDESTE;SP;REGISTRO;BAIRRO PEROPAVA;01420.006656/2010-38;CERTIFICADA;87/2014;31/07/2014;54190.006064/2010-33 ;
1;NORTE;PA;MOJU;SANTA LUZIA DO BOM PRAZER;01420.010765/2013-01;CERTIFICADA;87/2014;31/07/2014;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;CAÉM - CAPIM GROSSO;VÁRZEA QUEIMADA;01420.002194/2013-22;CERTIFICADA;93/2014;20/08/2014;54160.003291/2016-50;
1;NORDESTE;BA;CENTRAL;CALDEIRÃOZINHO;01420.016242/2013-60;CERTIFICADA;93/2014;20/08/2014;54160.001984/2015-27;
1;NORDESTE;BA;CENTRAL;CAPOEIRA DA SERRA;01420.016756/2013-15;CERTIFICADA;93/2014;20/08/2014;54160.001983/2015-82;
1;NORDESTE;BA;CENTRAL;CAROÁ;01420.016754/2013-26;CERTIFICADA;93/2014;20/08/2014;54160.001990/2015-84;
1;NORDESTE;BA;CENTRAL;FLORESTA;01420.016752/2013-37;CERTIFICADA;93/2014;20/08/2014;54160.001987/2015-61;
1;NORDESTE;BA;CENTRAL;LAGOA DO MARTINHO;01420.016749/2013-13;CERTIFICADA;93/2014;20/08/2014;54160.001988/2015-13;
1;NORDESTE;BA;CENTRAL;MANDACARUS;01420.016747/2013-24;CERTIFICADA;93/2014;20/08/2014;54160.0019892015-50;
1;NORDESTE;BA;CENTRAL;MILHO VERDE;01420.016746/2013-80;CERTIFICADA;93/2014;20/08/2014;54160.001991/2015-29;
1;NORDESTE;BA;CENTRAL;MORRO DE LÚCIO;01420.016742/2013-00;CERTIFICADA;93/2014;20/08/2014;54160.001985/2015-71;
1;NORDESTE;BA;CENTRAL;SÃO JOÃO DE ZÉ DE PRETA;01420.016740/2013-11;CERTIFICADA;93/2014;20/08/2014;54160.002308/2015-71;
1;NORDESTE;BA;CENTRAL;VEREDA;01420.016738/2013-33;CERTIFICADA;93/2014;20/08/2014;54160.001986/2015-16;
1;NORDESTE;MA;TURIAÇU;JAMARY DOS PRETOS;01420.009400/2014-14;CERTIFICADA;93/2014;20/08/2014;54230.004785/2004-47 ;PORTARIA NO DOU
1;NORTE;AM;MANAUS;BARRANCO;01420.015560/2013-11;CERTIFICADA;104/2014;24/09/2014;54270.001512/2014-46 ;
1;NORDESTE;BA;CONCEIÇÃO DO COITÉ;MARACUJÁ;01420.004593/2014-17;CERTIFICADA;104/2014;24/09/2014;NÃO TEM PROCESSO NO INCRA;
1;CENTRO-OESTE;GO;SANTA RITA DO NOVO DESTINO;BALBINO DOS SANTOS;01420.004623/2014-87;CERTIFICADA;104/2014;24/09/2014;54150.001155/2015-63 ;
1;NORDESTE;MA;ANAJATUBA;PEDRINHAS;01420.010657/2014-19;CERTIFICADA;104/2014;24/09/2014;NÃO TEM PROCESSO NO INCRA;TITULADO
1;SUDESTE;MG;CHAPADA GAÚCHA;SÃO MIGUEL DA ALDEIA;01420.008322/2014-22;CERTIFICADA;104/2014;24/09/2014;54170.006803/2014-59;
1;SUDESTE;MG;SENHORA DO PORTO;MOINHO VELHO;01420.016351/2013-87;CERTIFICADA;104/2014;24/09/2014;54170.006802/2014-12;
1;NORDESTE;PE;AFRÂNIO;SÍTIO ARAÇÁ;01420.003111/2014-01;CERTIFICADA;104/2014;24/09/2014;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;SE;RIACHÃO DO DANTAS;POVOADO FORRAS;01420.007121/2014-16;CERTIFICADA;104/2014;24/09/2014;54370.000605/2015-14 ;
1;NORDESTE;MA;BEQUIMÃO;SUASSUI;01420.015693/2013-80 ;CERTIFICADA;112/2014;17/10/2014;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;CEDRAL;PERICAUA;01420.006535/2014-10;CERTIFICADA;112/2014;17/10/2014;54230.003940/2011-37 ;
1;NORDESTE;MA;GUIMARÃES;LAGO DO SAPATEIRO;01420.013441/2013-16;CERTIFICADA;112/2014;17/10/2014;54230.002911/2014-09;
1;NORDESTE;MA;GUIMARÃES;SÃO VICENTE;01420.013440/2013-71;CERTIFICADA;112/2014;17/10/2014;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;MIRINZAL;RIO DO CURRAL;01420.014049/2013-94;CERTIFICADA;112/2014;17/10/2014;54230.000942/2006-15;
1;NORDESTE;MA;MONÇÃO;CASTELO;01420.010215/2014-64;CERTIFICADA;112/2014;17/10/2014;54230.003616/2007-32 ;
1;NORDESTE;MA;PENALVA;CEDREIRO E SIMAUMA;01420.012528/2014-57;CERTIFICADA;112/2014;17/10/2014;54230.000973/2017-11;
1;NORDESTE;MA;PENALVA;PONTA DO CURRAL;01420.007458/2014-15;CERTIFICADA;112/2014;17/10/2014;54230.00674/2017-86;
1;NORDESTE;MA;PENALVA;SÃO JOSÉ;01420.007461/2014-39;CERTIFICADA;112/2014;17/10/2014;54230.000730/2017-82;
1;NORDESTE;MA;PENALVA;SÃO MIGUEL DO POVOADO QUERÉS;01420.007460/2014-94;CERTIFICADA;112/2014;17/10/2014;54230.000675/2017-21;
1;NORDESTE;MA;PERI MIRIM;MALHADA DOS PRETOS;01420.002650/2014-15;CERTIFICADA;112/2014;17/10/2014;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;PERI MIRIM;SANTA CRUZ;01420.002646/2014-57;CERTIFICADA;112/2014;17/10/2014;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;PINHEIRO;CUBA;01420.010211/2014-86;CERTIFICADA;112/2014;17/10/2014;54230.007100/2015-77;
1;NORDESTE;MA;PINHEIRO;SUDÁRIO;01420.000605/2012-64;CERTIFICADA;112/2014;17/10/2014;54230.000646/2007-97;
1;NORDESTE;MA;SANTA INÊS;CUBA;01420.010043/2013-48;CERTIFICADA;112/2014;17/10/2014;54230.007602/2013-36;
1;NORDESTE;MA;SANTA INÊS;MARFIM;01420.007666/2014-14;CERTIFICADA;112/2014;17/10/2014;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;SERRANO DO MARANHÃO;CAMPINHO;01420.010349/2013-02;CERTIFICADA;112/2014;17/10/2014;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;SERRANO DO MARANHÃO;DEUS BEM SABE;01420.012530/2014-26;CERTIFICADA;112/2014;17/10/2014;54230.004700/2012-31;
1;NORDESTE;MA;SERRANO DO MARANHÃO;LUCIANA;01420.011350/2014-27;CERTIFICADA;112/2014;17/10/2014;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;SERRANO DO MARANHÃO;MALUNGOS DE OLHO D'ÁGUA;01420.008395/2014-14;CERTIFICADA;112/2014;17/10/2014;54230.002774/2014-02;
1;NORDESTE;MA;SERRANO DO MARANHÃO;PAXIBAL;01420.011160/2014-18;CERTIFICADA;112/2014;17/10/2014;54230.004700/2012-31;
1;NORDESTE;MA;MATÕES;TANQUE DA RODAGEM;01420.014123/2013-72;CERTIFICADA;112/2014;17/10/2014;54230.008826/2013-65;
1;NORTE;AM;ITACOATIARA;SAGRADO CORAÇÃO DE JESUS DO LAGO DE SERPA;01420.009341/2014-76;CERTIFICADA;139/2014;10/12/2014;54270.000164/2015-71 ;
1;NORDESTE;CE;ACARAÚ;CÓRREGO DOS IÚS;01420.006793/2014-04;CERTIFICADA;139/2014;10/12/2014;54130.000483/2014-08 ;RTID
1;NORDESTE;CE;ARACATI;CUMBE;01420.014216/2014-88 ;CERTIFICADA;139/2014;10/12/2014;54130.000417/2015-19;
1;SUDESTE;MG;FRONTEIRA DOS VALES;BOA VISTA;01420.002707/2012-14;CERTIFICADA;139/2014;10/12/2014;54170.004007/2016-43;
1;SUDESTE;MG;FRONTEIRA DOS VALES;OS NUNES;01420.005459/2014-25;CERTIFICADA;139/2014;10/12/2014;54170.004270/2016-32;
1;SUDESTE;MG;FRONTEIRA DOS VALES;VENTANIA;01420.005461/2014-02;CERTIFICADA;139/2014;10/12/2014;54170.004008/2016-98;
1;NORTE;PA;CAMETÁ;SÃO BENEDITO;01420.013572/2013-01;CERTIFICADA;139/2014;10/12/2014;NÃO TEM PROCESSO NO INCRA;
1;NORTE;PA;TOMÉ-AÇU;IGARAPÉ MARUPAÚBA;01420.008358/2014-14;CERTIFICADA;139/2014;10/12/2014;NÃO TEM PROCESSO NO INCRA;
1;NORTE;PA;VISEU;CAJUEIRO;01420.002265/2014-78;CERTIFICADA;139/2014;10/12/2014;54100.000312/2015-17;
1;NORDESTE;BA;CAETITÉ;LAGOA DO MATO;01420.011569/2013-45;CERTIFICADA;19/2015;02/02/2015;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;CAETITÉ;PASSAGEM DE AREIA;01420.011567/2013-56;CERTIFICADA;19/2015;02/02/2015;54160.000484/2017-17;
1;NORDESTE;BA;CAPIM GROSSO;CAMBUEIRO, BARRO VERMELHO E VOLTA;01420.000061/2014-01;CERTIFICADA;28/2016;07/03/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;MIGUEL CALMON;SACO, COVAS E MUCAMBO DOS NEGROS;01420.013308/2013-60;CERTIFICADA;19/2015;02/02/2015;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;RIO DE CONTAS;BARAÚNAS, RANCHARIA DO MEIO, TAPUI, VÁRZEA E VÁRZEA NOVA;01420.011878/2014-04;CERTIFICADA;19/2015;02/02/2015;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;SOUTO SOARES;NOVO HORIZONTE I;01420.009539/2014-50;CERTIFICADA;19/2015;02/02/2015;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;IGRAPIÚNA;AMBA;01420.000728/2014-67;CERTIFICADA;19/2015;02/02/2015;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;WENCESLAU GUIMARÃES;RIACHÃO DAS FLORES;01420.006114/2014-99;CERTIFICADA;19/2015;02/02/2015;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;PARNARAMA;COCALINHO;01420.002655/2014-48;CERTIFICADA;19/2015;02/02/2015;54230.001112/2016-79;
1;NORDESTE;MA;PARNARAMA;GUERREIRO;01420.002653/2014-59;CERTIFICADA;19/2015;02/02/2015;54230.004347/2012-99;
1;NORTE;PA;INHANGAPI;PARAÍSO;01420.014935/2014-07;CERTIFICADA;19/2015;02/02/2015;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;VALENÇA;CANDIMBA E RIO VERMELHO;01420.005805/2014-75;CERTIFICADA;19/2015;02/02/2015;NÃO TEM PROCESSO NO INCRA;
1;NORTE;PA;INHANGAPI;MENINO JESUS DE PETIMANDEUA;01420.014934/2014-54;CERTIFICADA;19/2015;02/02/2015;NÃO TEM PROCESSO NO INCRA;
1;NORTE;PA;TOMÉ-AÇU;ITABOCAL PONTE;01420.008356/2014-17;CERTIFICADA;19/2015;02/02/2015;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;TEOLÂNDIA;PARAÍSO;01420.003855/2014-18;CERTIFICADA;19/2015;02/02/2015;54160.001855/2015-39;
1;NORDESTE;BA;CAATIBA;JUSSARA;01420.013565/2014-82;CERTIFICADA;19/2015;02/02/2015;NÃO TEM PROCESSO NO INCRA;
1;NORTE;PA;MOJU;SÃO JORGE;01420.015903/2014-11;CERTIFICADA;19/2015;02/02/2015;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;PE;AFRÂNIO;SÍTIO BOA VISTA;01420.003114/2014-37;CERTIFICADA;19/2015;02/02/2015;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;MARAGOGIPE;BAIXÃO DO GUAÍ;01420.001069/2010-52;CERTIFICADA;19/2015;02/02/2015;54160.003560/2007-97;RTID
1;NORTE;PA;BRAGANÇA;AMÉRICA;01420.015899/2014-91;CERTIFICADA;19/2015;02/02/2015;NÃO TEM PROCESSO NO INCRA;
1;NORTE;TO;MATEIROS;BOA ESPERANÇA;01420.007008/2014-22;CERTIFICADA;19/2015;02/02/2015;54400.000225-2015-77 ;
1;SUDESTE;ES;CONCEIÇÃO DA BARRA;PORTO GRANDE;01420.000314/2015-19;CERTIFICADA;42/2015;07/04/2015;54340.000533/2015-54;
1;SUDESTE;ES;CONCEIÇÃO DA BARRA;CÓRREGO DO ALEXANDRE;01420.000316/2015-16;CERTIFICADA;42/2015;07/04/2015;54340.000805/2015-16;
1;NORDESTE;MA;CODÓ;PURAQUÊ;01420.004817/2014-82;CERTIFICADA;42/2015;07/04/2015;54230.007090/2013-16 ;
1;NORDESTE;MA;CODÓ;TRÊS IRMÃOS, MONTABARRI E QUEIMADAS;01420.004644/2014-01;CERTIFICADA;42/2015;07/04/2015;54230.001070/2012-42 ;
1;NORDESTE;MA;ITAPECURU-MIRIM;MAGNIFICAT/BARRIGUDA;01420.012778/2014-97;CERTIFICADA;42/2015;07/04/2015;54230.039151/2017-33;
1;NORDESTE;MA;ITAPECURU-MIRIM;CAMPO RIO;01420.013086/2014-66;CERTIFICADA;42/2015;07/04/2015;54230.039151/2017-33;
1;NORDESTE;MA;ITAPECURU-MIRIM;POVOADO DE PULGÃO;01420.012780/2014-66;CERTIFICADA;42/2015;07/04/2015;54230.039151/2017-33;
1;NORDESTE;MA;ITAPECURU-MIRIM;DOIS MIL;01420.013661/2014-21;CERTIFICADA;42/2015;07/04/2015;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;ITAPECURU-MIRIM;SÃO BENTO;01420.013662/2014-75;CERTIFICADA;42/2015;07/04/2015;54230.006064/2013-62 ;
1;SUDESTE;MG;ARAÇUAÍ;CÓRREGO DO NARCISO DO MEIO;01420.010889/2014-69;CERTIFICADA;42/2015;07/04/2015;54170.001459/2015-92;
1;NORDESTE;PE;SERRA TALHADA;ALTO DA LUANDA;01420.013710/2014-25;CERTIFICADA;42/2015;07/04/2015;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;PE;SERTÂNIA;SEVERO;01420.015748/2014-32;CERTIFICADA;42/2015;07/04/2015;54000.102798/2018-90;
1;SUDESTE;SP;BARRA DO TURVO;ILHAS;01420.003863/2014-64;CERTIFICADA;84/2015;09/06/2015;54190.004780/2013-29 ;
1;NORDESTE;BA;AMÉLIA RODRIGUES;PINGUELA;01420.003711/2015-42;CERTIFICADA;84/2015;09/06/2015;54160.002306/2015-01;
1;NORDESTE;BA;LAMARÃO;SÍTIO DE SANTANA;01420.012035/2014-17;CERTIFICADA;84/2015;09/06/2015;NÃO TEM PROCESSO NO INCRA;
1;SUDESTE;MG;ALMENARA;MAROBÁ;01420.006691/2015-61;CERTIFICADA;191/2015;03/12/2015;54170.004000/2016-21;
1;SUDESTE;MG;BOCAIÚVA;MACAÚBA PALMITO E MACAÚBA BELA VISTA;01420.006059/2015-18;CERTIFICADA;191/2015;03/12/2015;54170.004003/2016-65;
1;SUDESTE;MG;BOCAIÚVA;MOCAMBO E SÍTIO;01420.006060/2015-42;CERTIFICADA;191/2015;03/12/2015;54170.004004/2016-18;
1;SUDESTE;MG;FRUTAL;SERRINHA;01420.007128/2014-20;CERTIFICADA;191/2015;03/12/2015;54170.004231/2015-54;
1;SUDESTE;MG;MERCÊS;CARREIROS;01420.007417/2014-29;CERTIFICADA;191/2015;03/12/2015;54170.004010/2016-67;
1;SUDESTE;MG;PAULA CÂNDIDO;CÓRREGO DO MEIO;01420.000322/2015-65;CERTIFICADA;191/2015;03/12/2015;54170.004011/2016-10;
1;NORTE;RO;PIMENTEIRAS DO OESTE;SANTA CRUZ;01420.001480/2007-22;CERTIFICADA;191/2015;03/12/2015;NÃO TEM PROCESSO NO INCRA;
1;NORTE;TO;CONCEIÇÃO DO TOCANTINS;ÁGUA BRANCA;01420.016741/2014-38;CERTIFICADA;191/2015;03/12/2015;54400.000320/2008-41 ;
1;NORTE;TO;CONCEIÇÃO DO TOCANTINS;MATÕES;01420.016740/2014-93;CERTIFICADA;191/2015;03/12/2015;54400.000326/2008-19 ;
1;NORTE;TO;ESPERANTINA;CARRAPICHÉ;01420.015960/2014-08;CERTIFICADA;191/2015;03/12/2015;NÃO TEM PROCESSO NO INCRA;
1;NORTE;TO;ESPERANTINA;CIRÍACO;01420.015959/2014-75;CERTIFICADA;191/2015;03/12/2015;NÃO TEM PROCESSO NO INCRA;
1;NORTE;TO;ESPERANTINA;PRAIACHATA;01420.015961/2014-44;CERTIFICADA;191/2015;03/12/2015;NÃO TEM PROCESSO NO INCRA;
1;CENTRO-OESTE;GO;ALTO PARAÍSO;POVOADO MOINHO;01420.013360/2014-05;CERTIFICADA;201/2015;30/12/2015;54700.001008/2016-09;
1;CENTRO-OESTE;GO;PIRACANJUBA;ANA LAURA;01420.007528/2014-35;CERTIFICADA;201/2015;30/12/2015;54150.000935/2016-77;
1;CENTRO-OESTE;GO;PROFESSOR JAMIL;BOA NOVA;01420.011634/2014-13;CERTIFICADA;201/2015;30/12/2015;54150.000936/2016-11;
1;NORDESTE;MA;SÃO JOÃO BATISTA;BOA FÉ, BOM JESUS, PALMERAL, ILHA DOS POÇOS E CARÃO;01420.012425/2014-97;CERTIFICADA;201/2015;30/12/2015;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;VARGEM GRANDE;SANTA BÁRBARA, LAGOA DA MARIA ROSA E FERRUGEM;01420.005941/2014-65;CERTIFICADA;201/2015;30/12/2015;54230.012663/2010-72;
1;NORDESTE;MA;SÃO JOÃO BATISTA;CAPIM-AÇÚ II;01420.012424/2014-42;CERTIFICADA;201/2015;30/12/2015;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;TURILÂNDIA;GUAJARÁ;01420.015396/2013-34;CERTIFICADA;201/2015;30/12/2015;54230.000459/2014-32;
1;NORDESTE;MA;SÃO JOÃO BATISTA;BEIRADA E QUIRIRI;01420.012429/2014-75;CERTIFICADA;201/2015;30/12/2015;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;IBIPEBA;OLHOS D'ÁGUA DOS BATATAS;01420.016373/2014-28;CERTIFICADA;201/2015;30/12/2015;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;IBIPEBA;MURIBECA, ABADE E SANTO ANTÔNIO;01420.016374/2014-72;CERTIFICADA;201/2015;30/12/2015;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;IBIPEBA;ALEIXO;01420.016377/2014-14;CERTIFICADA;201/2015;30/12/2015;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;IBIPEBA;SÃO VICENTE;01420.016375/2014-17;CERTIFICADA;201/2015;30/12/2015;NÃO TEM PROCESSO NO INCRA;
1;SUDESTE;MG;PRESIDENTE KUBITSCHEK;RAIZ;01420.012772/2014-10;CERTIFICADA;201/2015;30/12/2015;54170.001560/2016-24;
1;NORTE;AP;MACAPÁ;SÃO FRANCISCO DO MATAPÍ;01420.006763/2014-90;CERTIFICADA;201/2015;30/12/2015;54350.000416/2016-52;
1;SUDESTE;MG;CORAÇÃO DE JESUS;SÃO GERALDO;01420.008801/2015-20;CERTIFICADA;201/2015;30/12/2015;54170.004006/2016-07;
1;SUDESTE;MG;BRASÍLIA DE MINAS;BORÁ;01420.007844/2014-15;CERTIFICADA;201/2015;30/12/2015;54170.004005/2016-54;
1;NORTE;PA;TOMÉ-AÇU;TUCUMANDEUA;01420.015893/2014-13;CERTIFICADA;28/2016;07/03/2016;NÃO TEM PROCESSO NO INCRA;
1;NORTE;PA;TOMÉ-AÇU;ROSA DE SARON;01420.016178/2015-89;CERTIFICADA;28/2016;07/03/2016;NÃO TEM PROCESSO NO INCRA;
1;NORTE;PA;TOMÉ-AÇU;NOVA BETEL;01420.016179/2015-23;CERTIFICADA;28/2016;07/03/2016;54100.000012/2017-91;
1;NORTE;PA;SALVATERRA;PROVIDÊNCIA;01420.003113/2011-40;CERTIFICADA;28/2016;07/03/2016;54100.003655/2013-63 ;
1;NORTE;PA;SALVATERRA;MANGUEIRA;01420.003116/2011-83;CERTIFICADA;28/2016;07/03/2016;54100.000589/2010-27 ;
1;NORTE;PA;SALVATERRA;SALVÁ;01420.003110/2011-14;CERTIFICADA;28/2016;07/03/2016;54100.001686/2005-70 ;
1;NORTE;PA;SALVATERRA;PAIXÃO;01420.003117/2011-28;CERTIFICADA;28/2016;07/03/2016;54100.000075/2007-76 ;
1;NORTE;PA;MOJU;SÍTIO BOSQUE;01420.016262/2015-01;CERTIFICADA;28/2016;07/03/2016;NÃO TEM PROCESSO NO INCRA;
1;NORTE;AP;MACAPÁ;LAGO DO PAPAGAIO;01420.006766/2014-23;CERTIFICADA;28/2016;07/03/2016;NÃO TEM PROCESSO NO INCRA;
1;NORTE;AP;MACAPÁ;RIO PESCADO;01420.009440/2013-77;CERTIFICADA;28/2016;07/03/2016;54350.000593/2016-39;
